date,product_name,units_sold,day_of_week,region,product_category
2024-05-12,Sugarcane Stick,112,Sunday,North,Food/Festival
2024-05-13,Ganesh Idol,80,Monday,West,Festival Utility
2024-05-13,Ganesh Idol,63,Monday,West,Festival Utility
2024-05-14,Cold Drink,94,Tuesday,North,Beverage
2024-05-15,Raincoat,106,Wednesday,East,Rain Gear
2024-05-15,Santa Hat,56,Wednesday,North,Apparel
2024-05-15,Dry Fruits,139,Wednesday,West,Gifting
2024-05-15,Chocolate Gift Boxes,48,Wednesday,North,Gifting
2024-05-16,Dry Fruits,70,Thursday,South,Gifting
2024-05-18,Body Oil,95,Saturday,South,Personal Care
2024-05-18,Gift Wrapping Paper,56,Saturday,West,Festival Utility
2024-05-19,Sewaiya Packets,134,Sunday,West,Sweets
2024-05-20,LED String Lights,88,Monday,Central,Home Decor
2024-05-20,Dry Fruits,91,Monday,East,Gifting
2024-05-20,Personal Care Kit,60,Monday,North,Gifting
2024-05-21,Water Gun (Pichkari),59,Tuesday,Central,Toys/Festival
2024-05-21,Ganesh Idol,74,Tuesday,North,Festival Utility
2024-05-21,Odomos (mosquito repellent),138,Tuesday,North,Personal Care
2024-05-21,Banana Chips Pack,71,Tuesday,West,Snack
2024-05-22,Traditional Dhoti,160,Wednesday,East,Clothing
2024-05-22,Lip Balm,113,Wednesday,Central,Personal Care
2024-05-22,Fan,103,Wednesday,North,Home Appliance
2024-05-23,Rangoli Colors,67,Thursday,West,Festival Utility
2024-05-23,Odomos (mosquito repellent),82,Thursday,West,Personal Care
2024-05-23,Sweater,140,Thursday,North,Clothing
2024-05-23,LED String Lights,84,Thursday,North,Home Decor
2024-05-23,Dry Fruits Box,118,Thursday,North,Gifting
2024-05-24,Rakhi Thread,91,Friday,Central,Festival Utility
2024-05-24,Personal Care Kit,87,Friday,West,Gifting
2024-05-24,Agarbatti (Incense),137,Friday,North,Spiritual Item
2024-05-24,Fan,124,Friday,Central,Home Appliance
2024-05-24,Perfume Bottles,107,Friday,East,Gifting
2024-05-25,Chocolate Box,148,Saturday,Central,Gifting/Sweets
2024-05-25,Rakhi Thread,72,Saturday,East,Festival Utility
2024-05-25,Odomos (mosquito repellent),74,Saturday,North,Personal Care
2024-05-26,Pongal Sweet Pack,135,Sunday,North,Sweets
2024-05-26,Mosquito Net,76,Sunday,North,Home Utility
2024-05-26,Scarf,83,Sunday,West,Clothing
2024-05-27,Holi Colors,111,Monday,Central,Festival Utility
2024-05-27,Electric Lights,97,Monday,West,Home Decor
2024-05-27,Santa Hat,69,Monday,Central,Apparel
2024-05-28,Agarbatti (Incense),132,Tuesday,West,Spiritual Item
2024-05-28,Waterproof Boots,112,Tuesday,North,Footwear
2024-05-29,Modak Box,146,Wednesday,East,Sweets
2024-05-29,Rakhi Thread,82,Wednesday,North,Festival Utility
2024-05-30,Raincoat,102,Thursday,East,Rain Gear
2024-05-30,Ice Cream,88,Thursday,West,Dessert
2024-05-31,Scarf,97,Friday,West,Clothing
2024-05-31,Lip Balm,85,Friday,Central,Personal Care
2024-05-31,Gift Box,106,Friday,South,Gifting
2024-05-31,Umbrella,88,Friday,West,Rain Gear
2024-06-01,Gift Boxes,115,Saturday,North,Gifting
2024-06-01,Rangoli Colors,118,Saturday,West,Festival Utility
2024-06-02,Personal Care Kit,56,Sunday,North,Gifting
2024-06-03,Raincoat,109,Monday,South,Rain Gear
2024-06-03,Dry Fruits Box,90,Monday,South,Gifting
2024-06-03,Raincoat,113,Monday,North,Rain Gear
2024-06-03,Gift Wrapping Paper,108,Monday,North,Festival Utility
2024-06-03,Chocolate Box,103,Monday,South,Gifting/Sweets
2024-06-04,Mosquito Net,52,Tuesday,Central,Home Utility
2024-06-04,Gift Boxes,92,Tuesday,Central,Gifting
2024-06-05,White Clothing,113,Wednesday,West,Clothing
2024-06-05,Gift Wrapping Paper,94,Wednesday,East,Festival Utility
2024-06-05,Water Bottle,102,Wednesday,West,Kitchen Utility
2024-06-05,Gift Boxes,69,Wednesday,South,Gifting
2024-06-06,Chocolate Box,121,Thursday,Central,Gifting/Sweets
2024-06-06,Chocolate Gift Boxes,53,Thursday,North,Gifting
2024-06-07,Pongal Sweet Pack,65,Friday,North,Sweets
2024-06-08,Thermals,34,Saturday,East,Clothing
2024-06-08,Gift Wrapping Paper,89,Saturday,North,Festival Utility
2024-06-09,Gift Boxes,106,Sunday,West,Gifting
2024-06-09,Sewaiya Packets,101,Sunday,South,Sweets
2024-06-09,Rangoli Colors,81,Sunday,Central,Festival Utility
2024-06-10,Sweater,132,Monday,East,Clothing
2024-06-10,Dry Fruits,63,Monday,South,Gifting
2024-06-10,Chocolate Box,108,Monday,East,Gifting/Sweets
2024-06-10,Sweater,82,Monday,East,Clothing
2024-06-11,White Kurtas,126,Tuesday,South,Clothing
2024-06-12,Traditional Dhoti,185,Wednesday,Central,Clothing
2024-06-12,Banana Chips Pack,125,Wednesday,West,Snack
2024-06-13,Waterproof Boots,103,Thursday,Central,Footwear
2024-06-14,Air Conditioner (AC),91,Friday,North,Home Appliance
2024-06-14,Lip Balm,101,Friday,West,Personal Care
2024-06-14,Fan,121,Friday,West,Home Appliance
2024-06-14,Scarf,109,Friday,West,Clothing
2024-06-15,Scarf,114,Saturday,West,Clothing
2024-06-15,Kurta Pajama Set,93,Saturday,East,Clothing
2024-06-16,Sugarcane Stick,65,Sunday,East,Food/Festival
2024-06-16,White Kurtas,107,Sunday,South,Clothing
2024-06-16,Rakhi Thread,128,Sunday,East,Festival Utility
2024-06-17,Mithai Box,46,Monday,Central,Sweets
2024-06-18,Ice Cream,89,Tuesday,West,Dessert
2024-06-18,Agarbatti (Incense),69,Tuesday,North,Spiritual Item
2024-06-20,Banana Chips Pack,47,Thursday,South,Snack
2024-06-21,Banana Chips Pack,112,Friday,North,Snack
2024-06-21,Sweater,115,Friday,Central,Clothing
2024-06-21,Odomos (mosquito repellent),94,Friday,Central,Personal Care
2024-06-22,Body Oil,95,Saturday,Central,Personal Care
2024-06-22,Gift Box,150,Saturday,East,Gifting
2024-06-23,Body Oil,128,Sunday,East,Personal Care
2024-06-23,Traditional Dhoti,140,Sunday,South,Clothing
2024-06-23,Scarf,132,Sunday,West,Clothing
2024-06-24,Fan,114,Monday,North,Home Appliance
2024-06-24,Decorative Wreath,39,Monday,North,Home Decor
2024-06-24,Perfume Bottles,84,Monday,South,Gifting
2024-06-25,Personal Care Kit,114,Tuesday,East,Gifting
2024-06-26,Chocolate Box,126,Wednesday,East,Gifting/Sweets
2024-06-26,Gift Box,46,Wednesday,West,Gifting
2024-06-26,White Kurtas,54,Wednesday,North,Clothing
2024-06-27,Sugarcane Stick,104,Thursday,South,Food/Festival
2024-06-27,Kurta Pajama Set,83,Thursday,Central,Clothing
2024-06-27,LED String Lights,124,Thursday,North,Home Decor
2024-06-28,White Clothing,86,Friday,North,Clothing
2024-06-28,Hot Water Bag,152,Friday,Central,Healthcare
2024-06-28,Sewaiya Packets,135,Friday,Central,Sweets
2024-06-29,Perfume Bottles,105,Saturday,Central,Gifting
2024-06-29,Water Bottle,153,Saturday,South,Kitchen Utility
2024-06-30,Ice Cream,64,Sunday,Central,Dessert
2024-06-30,Waterproof Boots,68,Sunday,North,Footwear
2024-06-30,Lip Balm,138,Sunday,South,Personal Care
2024-07-01,Gift Boxes,131,Monday,South,Gifting
2024-07-02,Flower Garland,109,Tuesday,North,Festival Utility
2024-07-02,Flower Garland,127,Tuesday,North,Festival Utility
2024-07-03,Sewaiya Packets,85,Wednesday,Central,Sweets
2024-07-03,Flower Garland,122,Wednesday,North,Festival Utility
2024-07-03,Modak Box,127,Wednesday,South,Sweets
2024-07-03,Dry Fruits Box,102,Wednesday,West,Gifting
2024-07-03,Waterproof Boots,61,Wednesday,Central,Footwear
2024-07-03,Lip Balm,122,Wednesday,Central,Personal Care
2024-07-03,Umbrella,67,Wednesday,East,Rain Gear
2024-07-03,Water Gun (Pichkari),113,Wednesday,East,Toys/Festival
2024-07-04,Blanket,131,Thursday,East,Home Utility
2024-07-04,Dry Fruits,91,Thursday,North,Gifting
2024-07-05,Sweater,98,Friday,North,Clothing
2024-07-05,Sweater,155,Friday,West,Clothing
2024-07-05,Sunscreen,114,Friday,East,Personal Care
2024-07-06,Brass Pot,129,Saturday,Central,Festival Utility
2024-07-06,Mithai Box,92,Saturday,East,Sweets
2024-07-07,Umbrella,66,Sunday,East,Rain Gear
2024-07-07,Diyas (Clay Lamps),86,Sunday,South,Home Decor
2024-07-07,Hot Water Bag,124,Sunday,South,Healthcare
2024-07-08,Rakhi Thread,137,Monday,East,Festival Utility
2024-07-09,Fruit Cake,130,Tuesday,South,Food
2024-07-09,Agarbatti (Incense),128,Tuesday,West,Spiritual Item
2024-07-10,Gift Boxes,93,Wednesday,East,Gifting
2024-07-11,Gift Wrapping Paper,93,Thursday,Central,Festival Utility
2024-07-11,Personal Care Kit,89,Thursday,North,Gifting
2024-07-11,Scarf,93,Thursday,East,Clothing
2024-07-11,Decorative Wreath,153,Thursday,North,Home Decor
2024-07-11,Raincoat,103,Thursday,East,Rain Gear
2024-07-11,Sweater,32,Thursday,South,Clothing
2024-07-11,Rakhi Thread,100,Thursday,North,Festival Utility
2024-07-12,Rakhi Thread,96,Friday,South,Festival Utility
2024-07-12,White Kurtas,100,Friday,West,Clothing
2024-07-12,Cold Drink,122,Friday,East,Beverage
2024-07-13,Raincoat,105,Saturday,East,Rain Gear
2024-07-13,Rakhi Thread,96,Saturday,Central,Festival Utility
2024-07-13,Holi Colors,157,Saturday,West,Festival Utility
2024-07-13,Body Oil,74,Saturday,East,Personal Care
2024-07-14,Diyas (Clay Lamps),95,Sunday,East,Home Decor
2024-07-14,Raincoat,178,Sunday,North,Rain Gear
2024-07-14,White Clothing,113,Sunday,Central,Clothing
2024-07-15,Blanket,88,Monday,South,Home Utility
2024-07-15,Gift Boxes,110,Monday,South,Gifting
2024-07-15,Diyas (Clay Lamps),157,Monday,East,Home Decor
2024-07-16,Fan,113,Tuesday,Central,Home Appliance
2024-07-16,Water Gun (Pichkari),104,Tuesday,North,Toys/Festival
2024-07-16,Deodorant (Dio),96,Tuesday,South,Personal Care
2024-07-16,Perfume Bottles,85,Tuesday,North,Gifting
2024-07-16,Dry Fruits Box,116,Tuesday,North,Gifting
2024-07-17,Water Bottle,103,Wednesday,East,Kitchen Utility
2024-07-17,Rakhi Thread,135,Wednesday,South,Festival Utility
2024-07-17,Modak Box,76,Wednesday,South,Sweets
2024-07-18,Air Conditioner (AC),106,Thursday,East,Home Appliance
2024-07-18,Gift Boxes,105,Thursday,West,Gifting
2024-07-18,Agarbatti (Incense),118,Thursday,Central,Spiritual Item
2024-07-19,Water Gun (Pichkari),78,Friday,Central,Toys/Festival
2024-07-19,Brass Pot,83,Friday,Central,Festival Utility
2024-07-19,Chocolate Box,132,Friday,North,Gifting/Sweets
2024-07-20,Lip Balm,85,Saturday,West,Personal Care
2024-07-20,Brass Pot,71,Saturday,Central,Festival Utility
2024-07-20,Scarf,22,Saturday,East,Clothing
2024-07-20,Rakhi Thread,100,Saturday,East,Festival Utility
2024-07-20,Rakhi Thread,150,Saturday,West,Festival Utility
2024-07-20,Flower Garland,108,Saturday,East,Festival Utility
2024-07-21,Electric Lights,109,Sunday,East,Home Decor
2024-07-21,Sweater,111,Sunday,North,Clothing
2024-07-21,Banana Chips Pack,66,Sunday,South,Snack
2024-07-21,Banana Chips Pack,68,Sunday,Central,Snack
2024-07-22,Cold Drink,61,Monday,North,Beverage
2024-07-24,Water Gun (Pichkari),82,Wednesday,East,Toys/Festival
2024-07-24,Gift Boxes,129,Wednesday,North,Gifting
2024-07-24,Air Conditioner (AC),134,Wednesday,East,Home Appliance
2024-07-25,Gift Wrapping Paper,124,Thursday,West,Festival Utility
2024-07-25,White Clothing,67,Thursday,North,Clothing
2024-07-26,Pongal Sweet Pack,86,Friday,West,Sweets
2024-07-26,Pongal Sweet Pack,147,Friday,South,Sweets
2024-07-26,Ice Cream,111,Friday,South,Dessert
2024-07-26,Sunscreen,160,Friday,West,Personal Care
2024-07-26,Diyas (Clay Lamps),37,Friday,North,Home Decor
2024-07-27,Body Oil,76,Saturday,South,Personal Care
2024-07-27,Raincoat,59,Saturday,Central,Rain Gear
2024-07-27,Air Conditioner (AC),78,Saturday,North,Home Appliance
2024-07-28,Lip Balm,114,Sunday,West,Personal Care
2024-07-28,Raincoat,130,Sunday,North,Rain Gear
2024-07-29,Body Oil,128,Monday,East,Personal Care
2024-07-29,Electric Lights,115,Monday,South,Home Decor
2024-07-29,Scarf,84,Monday,West,Clothing
2024-07-29,Ganesh Idol,75,Monday,North,Festival Utility
2024-07-30,Ice Cream,93,Tuesday,East,Dessert
2024-07-30,Holi Colors,156,Tuesday,South,Festival Utility
2024-07-31,Perfume Bottles,58,Wednesday,South,Gifting
2024-07-31,LED String Lights,120,Wednesday,Central,Home Decor
2024-07-31,Dry Fruits,82,Wednesday,Central,Gifting
2024-07-31,Lip Balm,36,Wednesday,Central,Personal Care
2024-08-01,Thermals,129,Thursday,Central,Clothing
2024-08-01,Body Oil,119,Thursday,Central,Personal Care
2024-08-02,White Clothing,103,Friday,East,Clothing
2024-08-02,Dry Fruits Box,110,Friday,Central,Gifting
2024-08-02,Dry Fruits Box,97,Friday,East,Gifting
2024-08-03,Kurta Pajama Set,78,Saturday,West,Clothing
2024-08-04,Rakhi Thread,113,Sunday,North,Festival Utility
2024-08-04,Mithai Box,124,Sunday,North,Sweets
2024-08-04,Flower Garland,120,Sunday,Central,Festival Utility
2024-08-05,Rangoli Colors,126,Monday,West,Festival Utility
2024-08-05,Chocolate Gift Boxes,111,Monday,East,Gifting
2024-08-05,Water Gun (Pichkari),38,Monday,East,Toys/Festival
2024-08-06,Water Bottle,48,Tuesday,East,Kitchen Utility
2024-08-06,Rakhi Thread,143,Tuesday,North,Festival Utility
2024-08-06,Fan,125,Tuesday,West,Home Appliance
2024-08-07,Lip Balm,140,Wednesday,Central,Personal Care
2024-08-07,Water Gun (Pichkari),85,Wednesday,East,Toys/Festival
2024-08-07,Lip Balm,110,Wednesday,North,Personal Care
2024-08-07,Agarbatti (Incense),103,Wednesday,South,Spiritual Item
2024-08-07,Cold Drink,101,Wednesday,South,Beverage
2024-08-08,Santa Hat,101,Thursday,North,Apparel
2024-08-08,Deodorant (Dio),112,Thursday,West,Personal Care
2024-08-08,Cold Drink,98,Thursday,East,Beverage
2024-08-09,Diyas (Clay Lamps),134,Friday,South,Home Decor
2024-08-09,Decorative Wreath,165,Friday,West,Home Decor
2024-08-09,Raincoat,86,Friday,East,Rain Gear
2024-08-10,Rakhi Thread,113,Saturday,East,Festival Utility
2024-08-10,Flower Garland,116,Saturday,South,Festival Utility
2024-08-10,Gift Box,86,Saturday,East,Gifting
2024-08-11,Perfume Bottles,117,Sunday,South,Gifting
2024-08-11,Mithai Box,123,Sunday,North,Sweets
2024-08-11,Pongal Sweet Pack,25,Sunday,East,Sweets
2024-08-11,Mithai Box,100,Sunday,West,Sweets
2024-08-12,Fruit Cake,115,Monday,Central,Food
2024-08-13,LED String Lights,99,Tuesday,Central,Home Decor
2024-08-14,Scarf,31,Wednesday,North,Clothing
2024-08-14,Kurta Pajama Set,83,Wednesday,West,Clothing
2024-08-14,Banana Chips Pack,53,Wednesday,West,Snack
2024-08-15,Sweet Box,149,Thursday,Central,Sweets
2024-08-15,Personal Care Kit,80,Thursday,Central,Gifting
2024-08-15,Sweet Box,156,Thursday,Central,Sweets
2024-08-15,Traditional Dhoti,93,Thursday,South,Clothing
2024-08-15,Body Oil,117,Thursday,West,Personal Care
2024-08-16,Gift Wrapping Paper,151,Friday,Central,Festival Utility
2024-08-16,Santa Hat,135,Friday,East,Apparel
2024-08-16,Gift Box,95,Friday,South,Gifting
2024-08-17,Chocolate Box,132,Saturday,East,Gifting/Sweets
2024-08-17,Perfume Bottles,49,Saturday,East,Gifting
2024-08-17,Cold Drink,55,Saturday,Central,Beverage
2024-08-17,Chocolate Box,93,Saturday,South,Gifting/Sweets
2024-08-19,Body Oil,76,Monday,East,Personal Care
2024-08-19,Sweater,42,Monday,East,Clothing
2024-08-19,Air Conditioner (AC),100,Monday,North,Home Appliance
2024-08-21,Santa Hat,96,Wednesday,East,Apparel
2024-08-22,Lip Balm,63,Thursday,Central,Personal Care
2024-08-22,Personal Care Kit,68,Thursday,East,Gifting
2024-08-22,Pongal Sweet Pack,88,Thursday,Central,Sweets
2024-08-22,Mithai Box,71,Thursday,West,Sweets
2024-08-23,Sunscreen,25,Friday,North,Personal Care
2024-08-23,Flower Garland,35,Friday,Central,Festival Utility
2024-08-23,Blanket,97,Friday,Central,Home Utility
2024-08-23,Mosquito Net,90,Friday,West,Home Utility
2024-08-23,Agarbatti (Incense),95,Friday,South,Spiritual Item
2024-08-24,Personal Care Kit,65,Saturday,Central,Gifting
2024-08-24,Diyas (Clay Lamps),66,Saturday,West,Home Decor
2024-08-25,Rangoli Colors,93,Sunday,Central,Festival Utility
2024-08-25,Water Bottle,122,Sunday,East,Kitchen Utility
2024-08-25,Sunscreen,92,Sunday,South,Personal Care
2024-08-26,Sweater,126,Monday,East,Clothing
2024-08-26,Raincoat,85,Monday,West,Rain Gear
2024-08-26,Fan,25,Monday,West,Home Appliance
2024-08-27,Personal Care Kit,79,Tuesday,East,Gifting
2024-08-27,Water Bottle,105,Tuesday,West,Kitchen Utility
2024-08-28,Sweater,138,Wednesday,East,Clothing
2024-08-28,Mithai Box,113,Wednesday,East,Sweets
2024-08-28,Fruit Cake,103,Wednesday,West,Food
2024-08-29,Gift Box,97,Thursday,West,Gifting
2024-08-29,Kurta Pajama Set,98,Thursday,Central,Clothing
2024-08-29,Decorative Wreath,111,Thursday,North,Home Decor
2024-08-29,Blanket,112,Thursday,South,Home Utility
2024-08-29,Blanket,116,Thursday,South,Home Utility
2024-08-30,Air Conditioner (AC),102,Friday,South,Home Appliance
2024-08-30,Modak Box,61,Friday,East,Sweets
2024-08-30,Air Conditioner (AC),109,Friday,West,Home Appliance
2024-08-30,Gift Wrapping Paper,116,Friday,South,Festival Utility
2024-08-30,Gift Box,105,Friday,East,Gifting
2024-08-31,Water Gun (Pichkari),100,Saturday,North,Toys/Festival
2024-08-31,Raincoat,102,Saturday,South,Rain Gear
2024-08-31,Sewaiya Packets,60,Saturday,East,Sweets
2024-08-31,Lip Balm,118,Saturday,South,Personal Care
2024-08-31,Fruit Cake,96,Saturday,South,Food
2024-09-01,Dry Fruits,73,Sunday,South,Gifting
2024-09-02,Ganesh Idol,88,Monday,South,Festival Utility
2024-09-04,Water Gun (Pichkari),75,Wednesday,West,Toys/Festival
2024-09-04,White Kurtas,148,Wednesday,East,Clothing
2024-09-04,Sweet Box,103,Wednesday,Central,Sweets
2024-09-05,Water Bottle,88,Thursday,West,Kitchen Utility
2024-09-07,Fruit Cake,94,Saturday,Central,Food
2024-09-07,Sweater,149,Saturday,Central,Clothing
2024-09-07,Lip Balm,148,Saturday,South,Personal Care
2024-09-07,Sewaiya Packets,31,Saturday,East,Sweets
2024-09-07,Gift Box,61,Saturday,North,Gifting
2024-09-08,Scarf,99,Sunday,East,Clothing
2024-09-08,Umbrella,94,Sunday,South,Rain Gear
2024-09-09,Dry Fruits Box,100,Monday,Central,Gifting
2024-09-09,Body Oil,104,Monday,East,Personal Care
2024-09-09,Body Oil,78,Monday,South,Personal Care
2024-09-09,Dry Fruits Box,123,Monday,South,Gifting
2024-09-10,Gift Boxes,124,Tuesday,North,Gifting
2024-09-10,Personal Care Kit,111,Tuesday,Central,Gifting
2024-09-10,Sweater,111,Tuesday,Central,Clothing
2024-09-11,Rakhi Thread,158,Wednesday,Central,Festival Utility
2024-09-11,Blanket,121,Wednesday,Central,Home Utility
2024-09-11,Sugarcane Stick,137,Wednesday,West,Food/Festival
2024-09-11,Hot Water Bag,117,Wednesday,North,Healthcare
2024-09-11,Raincoat,86,Wednesday,North,Rain Gear
2024-09-13,Pongal Sweet Pack,121,Friday,Central,Sweets
2024-09-14,Onam Sadya Kit,82,Saturday,West,Food Combo
2024-09-14,Modak Box,81,Saturday,East,Sweets
2024-09-14,LED String Lights,125,Saturday,East,Home Decor
2024-09-15,White Clothing,91,Sunday,South,Clothing
2024-09-15,Sweater,141,Sunday,North,Clothing
2024-09-16,Rangoli Colors,60,Monday,West,Festival Utility
2024-09-19,Rangoli Colors,62,Thursday,North,Festival Utility
2024-09-19,Umbrella,94,Thursday,East,Rain Gear
2024-09-19,Gift Wrapping Paper,85,Thursday,North,Festival Utility
2024-09-20,Body Oil,101,Friday,West,Personal Care
2024-09-20,Odomos (mosquito repellent),68,Friday,North,Personal Care
2024-09-20,Flower Garland,107,Friday,East,Festival Utility
2024-09-20,Odomos (mosquito repellent),103,Friday,South,Personal Care
2024-09-21,Deodorant (Dio),114,Saturday,North,Personal Care
2024-09-21,Mithai Box,102,Saturday,Central,Sweets
2024-09-23,Cold Drink,124,Monday,West,Beverage
2024-09-23,Modak Box,47,Monday,Central,Sweets
2024-09-24,Sunscreen,131,Tuesday,West,Personal Care
2024-09-24,Dry Fruits,170,Tuesday,South,Gifting
2024-09-24,Blanket,86,Tuesday,East,Home Utility
2024-09-25,Odomos (mosquito repellent),76,Wednesday,North,Personal Care
2024-09-25,Odomos (mosquito repellent),99,Wednesday,Central,Personal Care
2024-09-25,Holi Colors,142,Wednesday,North,Festival Utility
2024-09-26,Hot Water Bag,118,Thursday,East,Healthcare
2024-09-26,Gift Boxes,161,Thursday,East,Gifting
2024-09-27,Fan,75,Friday,South,Home Appliance
2024-09-27,Sweater,120,Friday,West,Clothing
2024-09-28,Scarf,110,Saturday,Central,Clothing
2024-09-29,Gift Wrapping Paper,75,Sunday,South,Festival Utility
2024-09-29,Electric Lights,61,Sunday,North,Home Decor
2024-09-29,Cold Drink,101,Sunday,South,Beverage
2024-09-30,Mithai Box,82,Monday,South,Sweets
2024-09-30,Decorative Wreath,35,Monday,South,Home Decor
2024-09-30,Blanket,101,Monday,East,Home Utility
2024-10-01,Cold Drink,82,Tuesday,North,Beverage
2024-10-01,Rangoli Colors,87,Tuesday,South,Festival Utility
2024-10-01,Water Gun (Pichkari),127,Tuesday,East,Toys/Festival
2024-10-01,Waterproof Boots,92,Tuesday,North,Footwear
2024-10-01,Waterproof Boots,77,Tuesday,Central,Footwear
2024-10-01,Sugarcane Stick,118,Tuesday,Central,Food/Festival
2024-10-02,Banana Chips Pack,121,Wednesday,West,Snack
2024-10-02,Chocolate Gift Boxes,85,Wednesday,East,Gifting
2024-10-04,Rakhi Thread,87,Friday,Central,Festival Utility
2024-10-04,Sugarcane Stick,70,Friday,North,Food/Festival
2024-10-05,Sugarcane Stick,91,Saturday,South,Food/Festival
2024-10-06,Modak Box,118,Sunday,North,Sweets
2024-10-07,Sweet Box,171,Monday,West,Sweets
2024-10-07,Electric Lights,77,Monday,East,Home Decor
2024-10-07,Ganesh Idol,99,Monday,East,Festival Utility
2024-10-07,Lip Balm,91,Monday,East,Personal Care
2024-10-07,Mithai Box,137,Monday,East,Sweets
2024-10-07,Waterproof Boots,146,Monday,Central,Footwear
2024-10-08,Cold Drink,76,Tuesday,West,Beverage
2024-10-08,Decorative Wreath,87,Tuesday,Central,Home Decor
2024-10-08,Banana Chips Pack,85,Tuesday,West,Snack
2024-10-08,White Clothing,88,Tuesday,North,Clothing
2024-10-09,Mosquito Net,67,Wednesday,South,Home Utility
2024-10-10,Decorative Wreath,45,Thursday,Central,Home Decor
2024-10-10,Ice Cream,87,Thursday,West,Dessert
2024-10-10,Banana Chips Pack,129,Thursday,North,Snack
2024-10-10,Blanket,109,Thursday,East,Home Utility
2024-10-10,Dry Fruits,142,Thursday,North,Gifting
2024-10-10,Personal Care Kit,105,Thursday,North,Gifting
2024-10-11,Agarbatti (Incense),147,Friday,West,Spiritual Item
2024-10-11,Thermals,89,Friday,South,Clothing
2024-10-12,Raincoat,99,Saturday,South,Rain Gear
2024-10-12,Rangoli Colors,123,Saturday,West,Festival Utility
2024-10-13,Chocolate Box,97,Sunday,West,Gifting/Sweets
2024-10-13,Brass Pot,96,Sunday,South,Festival Utility
2024-10-13,Ice Cream,31,Sunday,Central,Dessert
2024-10-14,Rakhi Thread,33,Monday,North,Festival Utility
2024-10-14,Modak Box,46,Monday,East,Sweets
2024-10-14,Gift Boxes,68,Monday,West,Gifting
2024-10-15,Sweet Box,57,Tuesday,East,Sweets
2024-10-15,Ice Cream,86,Tuesday,South,Dessert
2024-10-15,Fan,133,Tuesday,East,Home Appliance
2024-10-16,Modak Box,82,Wednesday,East,Sweets
2024-10-16,Onam Sadya Kit,119,Wednesday,West,Food Combo
2024-10-16,Hot Water Bag,124,Wednesday,South,Healthcare
2024-10-17,Fan,76,Thursday,South,Home Appliance
2024-10-17,Odomos (mosquito repellent),64,Thursday,Central,Personal Care
2024-10-17,Pongal Sweet Pack,133,Thursday,North,Sweets
2024-10-18,Sunscreen,91,Friday,South,Personal Care
2024-10-18,Chocolate Box,175,Friday,East,Gifting/Sweets
2024-10-19,Sugarcane Stick,122,Saturday,East,Food/Festival
2024-10-20,Diyas (Clay Lamps),72,Sunday,South,Home Decor
2024-10-20,Sugarcane Stick,74,Sunday,South,Food/Festival
2024-10-21,Gift Boxes,95,Monday,Central,Gifting
2024-10-21,Water Gun (Pichkari),85,Monday,North,Toys/Festival
2024-10-22,Kurta Pajama Set,81,Tuesday,East,Clothing
2024-10-22,Sugarcane Stick,95,Tuesday,South,Food/Festival
2024-10-23,Santa Hat,100,Wednesday,East,Apparel
2024-10-23,Lip Balm,110,Wednesday,North,Personal Care
2024-10-23,Hot Water Bag,79,Wednesday,East,Healthcare
2024-10-24,Fruit Cake,104,Thursday,Central,Food
2024-10-24,White Kurtas,123,Thursday,South,Clothing
2024-10-24,Personal Care Kit,77,Thursday,West,Gifting
2024-10-25,Waterproof Boots,164,Friday,North,Footwear
2024-10-25,Odomos (mosquito repellent),159,Friday,Central,Personal Care
2024-10-26,Lip Balm,129,Saturday,Central,Personal Care
2024-10-26,Fruit Cake,138,Saturday,West,Food
2024-10-26,Mithai Box,106,Saturday,West,Sweets
2024-10-26,Rakhi Thread,116,Saturday,North,Festival Utility
2024-10-26,Body Oil,133,Saturday,East,Personal Care
2024-10-27,Flower Garland,75,Sunday,South,Festival Utility
2024-10-27,Kurta Pajama Set,90,Sunday,North,Clothing
2024-10-27,Electric Lights,11,Sunday,North,Home Decor
2024-10-28,Thermals,139,Monday,West,Clothing
2024-10-28,Raincoat,94,Monday,East,Rain Gear
2024-10-28,White Clothing,103,Monday,South,Clothing
2024-10-29,Banana Chips Pack,77,Tuesday,North,Snack
2024-10-29,Gift Wrapping Paper,108,Tuesday,North,Festival Utility
2024-10-29,Modak Box,110,Tuesday,North,Sweets
2024-10-30,Blanket,69,Wednesday,North,Home Utility
2024-10-31,Deodorant (Dio),53,Thursday,South,Personal Care
2024-11-01,Onam Sadya Kit,96,Friday,South,Food Combo
2024-11-02,Flower Garland,124,Saturday,North,Festival Utility
2024-11-02,Fruit Cake,133,Saturday,South,Food
2024-11-03,Water Bottle,120,Sunday,South,Kitchen Utility
2024-11-03,Flower Garland,136,Sunday,South,Festival Utility
2024-11-03,Rangoli Colors,107,Sunday,West,Festival Utility
2024-11-03,Mosquito Net,98,Sunday,East,Home Utility
2024-11-03,Thermals,92,Sunday,East,Clothing
2024-11-04,Gift Box,97,Monday,West,Gifting
2024-11-04,Sugarcane Stick,157,Monday,North,Food/Festival
2024-11-04,Sugarcane Stick,97,Monday,North,Food/Festival
2024-11-05,Dry Fruits Box,130,Tuesday,East,Gifting
2024-11-05,Ice Cream,121,Tuesday,West,Dessert
2024-11-05,Sweet Box,85,Tuesday,West,Sweets
